Software,Parameter,Code Snippet,Code Pattern,Overall Impact,Effect on Software Behavior,How to Control Software Behavior,Special Effect on Software,Bad consequences,Log Information,On-the-fly Update,"The ""Crisis"" Behind Specific Interactions"
yarn,SHARED_CACHE_NESTED_LEVEL,"    for (int i = 0; i < cacheDepth; i++) {
      sb.append(Path.SEPARATOR_CHAR)
          .append(checksum.charAt(i));
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
yarn,NM_LOCALIZER_CACHE_TARGET_SIZE_MB,"    for (Iterator<Map.Entry<LocalizedResource, LocalResourcesTracker>> i =
        resourceMap.entrySet().iterator();
        currentSize - stats.totalDelSize > targetSize && i.hasNext();) {
      Map.Entry<LocalizedResource, LocalResourcesTracker> rsrc = i.next();
      LocalizedResource resource = rsrc.getKey();
      LocalResourcesTracker tracker = rsrc.getValue();
      if (tracker.remove(resource, delService)) {
        stats.incDelSize(tracker.getUser(), resource.getSize());
      }
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,no,Inappropriate threshold in P¡úV
yarn,NM_CLIENT_MAX_NM_PROXIES,"    while (cmProxy.size() >= maxConnectedNMs) {
      LOG.debug(""Cleaning up the proxy cache, size={} max={}"", cmProxy.size(),
          maxConnectedNMs);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,unexpected results,"      LOG.debug(""Cleaning up the proxy cache, size={} max={}"", cmProxy.size(),
          maxConnectedNMs);",no,Inappropriate threshold in P¡úV
yarn,NM_CONTAINER_DIAGNOSTICS_MAXIMUM_SIZE,"    if (diagnostics.length() > diagnosticsMaxSize) {
      diagnostics.delete(0, diagnostics.length() - diagnosticsMaxSize);
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,unexpected results,/,no,Inappropriate threshold in P¡úV
yarn,ROUTER_CLIENTRM_SUBMIT_RETRY,"        if (++retry > retryCount) {
          LOG.info(""Maxed out Federation retries. Giving up!"");
          throw e;
        }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,"         LOG.info(""Maxed out Federation retries. Giving up!"");
          throw e;",no,Inappropriate threshold in P¡úV
yarn,ROUTER_ASC_INTERCEPTOR_MAX_SIZE,"      if (bytesOfSerializedSize >= bytesOfMaxAscSize) {
        logContainerLaunchContext(appContext);
        String applicationId = appContext.getApplicationId().toString();
        String limit = StringUtils.byteDesc((long) bytesOfMaxAscSize);
        String appContentSize = StringUtils.byteDesc(bytesOfSerializedSize);
        String errMsg = String.format(
            ""The size of the ApplicationSubmissionContext of the application %s is "" +
            ""above the limit %s, size = %s."", applicationId, limit, appContentSize);
        LOG.error(errMsg);
        throw new YarnException(errMsg);
      }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,"        String errMsg = String.format(
            ""The size of the ApplicationSubmissionContext of the application %s is "" +
            ""above the limit %s, size = %s."", applicationId, limit, appContentSize);
        LOG.error(errMsg);",no,Inappropriate threshold in P¡úV
yarn,RM_ZK_ZNODE_SIZE_LIMIT_BYTES,"    if (appStateData.length <= zknodeLimit) {
      zkManager.safeCreate(nodeCreatePath, appStateData, zkAcl,
          CreateMode.PERSISTENT, zkAcl, fencingNodePath);
    } else {
      LOG.debug(""Application state data size for {} is {}"",
          appId, appStateData.length);

      throw new StoreLimitException(""Application "" + appId
          + "" exceeds the maximum allowed size for application data. ""
          + ""See yarn.resourcemanager.zk-max-znode-size.bytes."");
    }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,"      LOG.debug(""Application state data size for {} is {}"",
          appId, appStateData.length);",no,Inappropriate threshold in P¡úV
yarn,NODE_STORE_ROOT_DIR_NUM_RETRIES,"        if (retryCount > maxRetries) {
          throw e;
        }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,no,Inappropriate threshold in P¡úV
yarn,RM_APPLICATION_MAX_TAG_LENGTH,"      if (tag.length() > appMaxTagLength) {
        throw RPCUtil.getRemoteException(
            new IllegalArgumentException(""Tag "" + tag + "" is too long, ""
                + ""maximum allowed length of a tag is "" + appMaxTagLength));
      }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,no,Inappropriate threshold in P¡úV
yarn,RM_DELEGATION_TOKEN_MAX_CONF_SIZE,"      if (tokenConf.capacity() > maxSize) {
        throw new YarnException(
            ""Exceed "" + YarnConfiguration.RM_DELEGATION_TOKEN_MAX_CONF_SIZE
                + "" = "" + maxSize + "" bytes, current conf size = ""
                + tokenConf.capacity() + "" bytes."");
      }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.leader.maxTimeToWaitForEpoch,if (Time.currentElapsedTime() - timeStartWaitForEpoch > maxTimeToWaitForEpoch) {,P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.bitHashCacheSize,"        if (cache.size() < cacheSize) {
            cache.add(elementBit);
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.maxBatchSize,return (maxBatchSize > 0) && (toFlush.size() >= maxBatchSize);,P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.request_throttle_max_requests,"                        if (zks.getInProcess() < maxRequests) {
                            break;
                        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.commitProcessor.maxReadBatchSize,"                while (!stopped
                       && requestsToProcess > 0
                       && (maxReadBatchSize < 0 || readsProcessed <= maxReadBatchSize)",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.globalOutstandingLimit,"        if (globalOutstandingLimit < getInflight() || globalOutstandingLimit < getInProcess()) {
            return outStandingCount > 0;
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.commitLogCount,"            if (committedLog.size() > commitLogCount) {
                committedLog.remove();
                minCommittedLog = committedLog.peek().packet.getZxid();
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,unexpected results,"            if (committedLog.size() > commitLogCount) {
                committedLog.remove();
                minCommittedLog = committedLog.peek().packet.getZxid();
            }",no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.fastleader.minNotificationInterval,"notTimeout = Math.min(notTimeout << 1, maxNotificationInterval);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,unexpected results,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.leader.maxConcurrentSnapSyncs,"            if (essential || syncInProgress < maxConcurrentSyncs) {
                syncInProgress++;
            } else {
                throw new SyncThrottleException(syncInProgress + 1, maxConcurrentSyncs, syncType);
            }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,no,Inappropriate threshold in P¡úV
zookeeper,zookeeper.watcherCleanThreadsNum,"        while (maxInProcessingDeadWatchers > 0 && !stopped && totalDeadWatchers.get() >= maxInProcessingDeadWatchers) {
            try {
                RATE_LOGGER.rateLimitLog(""Waiting for dead watchers cleaning"");
                long startTime = Time.currentElapsedTime();
                synchronized (processingCompletedEvent) {
                    processingCompletedEvent.wait(100);
                }
                long latency = Time.currentElapsedTime() - startTime;
                ServerMetrics.getMetrics().ADD_DEAD_WATCHER_STALL_TIME.add(latency);
            } catch (InterruptedException e) {
                LOG.info(""Got interrupted while waiting for dead watches queue size"");
                break;
            }
        }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,no,Inappropriate threshold in P¡úV
